n_players,price,base_price,Q,Qs_per_player,eq_tput
6,"[0.9160963801839382, 0.8147406397084249, 0.8362859152621797, 0.7507623120065653, 0.886266532837952, 0.8381041525727798]",0.7655721812689066,48,"[1, 10, 2, 33, 1, 1]",40.264309942858716
6,"[0.9174165887195344, 1.0315290590565631, 0.95787370841262, 0.9685824185503233, 0.9365321149715096, 1.1152841174273473]",0.966196713528009,13,"[8, 1, 1, 1, 1, 1]",12.161533562413368
6,"[0.5991692332178883, 0.6073697700994081, 0.6762920673914551, 0.5447998617191795, 0.3685389295828268, 0.7148808873604285]",0.6048839402738543,113,"[11, 8, 1, 24, 68, 1]",72.06406892637511
6,"[0.6918098268476536, 0.8313851558812138, 0.9700745439548509, 0.5146872522085815, 0.635507722845525, 0.6858923306138415]",0.7392556667340715,95,"[5, 1, 1, 59, 22, 7]",66.85188589821279
6,"[0.6055383367324633, 0.7064157538080019, 0.6060968612719465, 0.8776085510930759, 0.7777320108184225, 0.7183217734517924]",0.7104056426709954,89,"[40, 7, 38, 1, 1, 2]",64.34601666211542
6,"[0.6709178043472609, 0.7380012714306985, 0.6413633282371066, 0.6390036491339097, 0.7219232324307292, 0.6011704217321809]",0.6611393154786303,94,"[13, 1, 22, 23, 1, 34]",66.45789309314367
6,"[0.7532838231520748, 0.8319348915826554, 0.7760792091558759, 0.8308462439848022, 0.8785535148347162, 0.7761511535951594]",0.8263158643740206,57,"[24, 1, 15, 1, 1, 15]",46.420388701028735
6,"[0.9215107307882376, 0.8200765572916828, 0.8739040649153917, 1.0773743481803029, 1.0912009654905794, 0.9857198523198628]",0.9791037566590568,32,"[1, 24, 4, 1, 1, 1]",28.239392357414722
6,"[0.9532565463918996, 0.9773964760607323, 0.9757809915458588, 0.9443796681841842, 1.133830162582308, 0.8849797189531093]",0.9812912313213529,18,"[1, 1, 1, 1, 1, 13]",16.5848049886468
6,"[0.5164558354472062, 0.5266543631563814, 0.4905857160611201, 0.5790176420513748, 0.5097260711479166, 0.4204553070086059]",0.5255596851053707,125,"[19, 16, 25, 4, 20, 41]",73.52143185672183
6,"[0.9495182977402625, 1.1364122198121986, 0.7574556828930921, 0.8527570176127558, 0.9620836060628869, 0.9966468868456984]",0.8539655746743712,42,"[1, 1, 37, 1, 1, 1]",35.91601198259593
6,"[0.8172955001148035, 0.9614678827348316, 0.9722257693624217, 0.7838400468989749, 0.8724580609271794, 0.7547722889389876]",0.902675544994803,52,"[5, 1, 1, 17, 1, 27]",43.055099881721944
6,"[0.8199538955195411, 0.8077316579487365, 1.0049404450804302, 0.9375127115159856, 1.1649110414962989, 0.7943902159414427]",0.8849729594817045,46,"[10, 14, 1, 1, 1, 19]",38.83641365071846
6,"[0.8029905265021796, 1.0110950359526356, 0.8559070022967452, 1.0072439820603707, 0.8368843453012884, 0.8004108344495785]",0.863636519868874,45,"[18, 1, 1, 1, 5, 19]",38.11437841496001
6,"[0.9379612833904201, 1.0786077539477157, 0.9514019623013688, 0.9156872674061955, 0.9790327097539677, 0.8748209938335207]",0.927867305844931,20,"[1, 1, 1, 1, 1, 15]",18.315308013649027
6,"[0.7991291647954085, 0.8042176946289864, 0.8433566541193755, 0.8689828091488118, 0.814731271117564, 0.9633883266145489]",0.8673309878174946,46,"[17, 15, 1, 1, 11, 1]",38.83641365071846
6,"[0.610171289286278, 0.7655149536622068, 0.8381422012694153, 0.630148678508582, 0.7559914150088201, 0.586607836104244]",0.7382981645361263,94,"[30, 1, 1, 24, 1, 37]",66.45789309314367
6,"[0.9580215162284341, 0.9916839976895941, 1.0294712659228566, 0.9970501518267955, 1.0151523346563738, 0.8675780432165006]",0.9763753859909037,22,"[1, 1, 1, 1, 1, 17]",20.0238026265625
6,"[0.8751136649239736, 0.7283402001541277, 0.5626845964529726, 0.684603006407825, 0.601626435990584, 0.7474391821227023]",0.7612758102785028,93,"[1, 1, 48, 8, 34, 1]",66.05415764774301
6,"[0.6638471248894732, 0.624659604388791, 0.7229020789501371, 0.6942901126456594, 0.6087776711003201, 0.870878779295465]",0.7139794293528983,92,"[17, 30, 1, 8, 35, 1]",65.64089332561913
6,"[0.906806374784252, 0.9362500536672954, 1.0492303096559412, 1.0591148156535266, 0.975676891351921, 1.11099834404707]",0.9883960216693144,15,"[10, 1, 1, 1, 1, 1]",13.94754598508575
